place_id,external_id,author,rating,text,published_at
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_a20e16974724,Itai Gold,4,Solid bar with real personality. The porter is my regular order. Seating gets tight by 9pm.,2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_a7fcac369f83,Ofer Mizrahi,4,"Good selection, friendly staff. Slightly pricey but you're paying for curation.",2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c1d3e3d21edc,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c1f6914e8228,Ran Ofer,5,Outdoor seating on a warm evening with a cold craft lager. Tel Aviv at its finest.,2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_d8de8f464b77,Benny Har,3,"Decent selection, nothing extraordinary. Prices are on the high side for the area.",2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_dd5acc95f92c,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_f31d3587a78f,Adi Ben-Shahar,5,"Quiet Monday evening, bartender talked me through six taps. Left knowing a lot more about beer.",2026-04-25T07:18:28.805131+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_f8925a780d8d,Liron Ben-Zvi,4,Industrial design and long bar are a vibe. Service is fast even when full.,2026-04-25T07:18:28.805131+00:00
sim_beer_garden,tick_sim_beer_garden_11c9f91a44d4,Nurit Ben-David,5,"Perfect for a first date — beautiful setting, relaxed pace, good drink list.",2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_1cbd598a5cd6,Amos Tzur,3,"Service is inconsistent — sometimes fast, sometimes you're waiting forever. Nice garden though.",2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_28a7ae4368f1,Yael Gross,3,Nice on a weekday. Packed and hard to find a seat on weekends.,2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_54674e9176e3,Roni Samson,4,Beautiful outdoor setting. Beer selection is mostly mainstream but the atmosphere makes up for it.,2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_71613e5c7475,Shir Blum,5,Best outdoor bar in the city. We come every Sunday — the brunch + beer combo is a ritual now.,2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_9264e46b4aa2,Yuval Paz,5,"The garden at sunset is something else. Cold lager, fairy lights, zero stress.",2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_aa93b18cecba,Avi Stern,5,Magical atmosphere on a warm night. Staff are genuinely friendly and the garden is immaculate.,2026-04-25T07:18:44.486686+00:00
sim_beer_garden,tick_sim_beer_garden_c1bf86e83ecd,Gadi Mor,5,"Came on a Tuesday evening — quiet, gorgeous, and the lager was perfectly cold. Love this place.",2026-04-25T07:18:44.486686+00:00
sim_tap_room,tick_sim_tap_room_32064c0c90c2,Limor Sela,4,Serious craft beer bar. The staff can talk for hours about beer styles. Very knowledgeable.,2026-04-25T07:19:04.412951+00:00
sim_tap_room,tick_sim_tap_room_6d839facc3e3,Amir Sagi,5,"24 taps, all rotating, all excellent. This is the only craft beer bar that really gets it in Tel Aviv.",2026-04-25T07:19:04.412951+00:00
sim_tap_room,tick_sim_tap_room_ed8821070c6b,Tali Katz,4,Tiny bar but big on quality. Standing room only on Thursdays but worth the squeeze.,2026-04-25T07:19:04.412951+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_06048d9be350,Tali Sela,3,Nice place but quite loud. Hard to hold a conversation at peak hours.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_148bd69b2bf6,Ilan Gross,3,"Good beer, slow service on a busy night. Had to flag someone down twice.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_1777641e7706,Tamar Levy,5,The cheese board and the Belgian wheat are a match made in heaven. Flawless experience.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_1a2516a93e2d,Itai Gold,4,Solid bar with real personality. The porter is my regular order. Seating gets tight by 9pm.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_1f7e881cc6ff,Yarden Cohen,5,"Came for one beer, stayed for three. The seasonal sour was outstanding.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_38ea28d4ad49,Dana Freed,4,"Great spot, gets crowded on weekends but the quality is consistent. Love the rotating taps.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_4897b9baa2c2,Adi Ben-Shahar,5,"Quiet Monday evening, bartender talked me through six taps. Left knowing a lot more about beer.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_6023411bccd9,Michal Saar,5,"The sampler board is the move for a first visit. Five styles, all excellent, good value.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_658ff1855c98,Ran Ofer,5,Outdoor seating on a warm evening with a cold craft lager. Tel Aviv at its finest.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_698cf39153ae,Keren Ziv,3,Waited 15 minutes for a drink on a Friday. Beer was worth it but the wait was frustrating.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_7f800c4b6821,Noa Eitan,5,"Best bar on Rothschild, no contest. Knowledgeable staff and rotating craft options.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_86b915c247cb,Benny Har,3,"Decent selection, nothing extraordinary. Prices are on the high side for the area.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_965e8428ca78,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b3e5cf845ad2,Ayelet Ron,4,Love the concept — always something on tap I haven't tried. Wish they did more food.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c8362d1ffc3b,Shai Biton,5,Live jazz on Friday + that porter = perfect evening. Will return weekly.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_ca22a6ad0cf5,Nadav Shapiro,4,Great discovery. The flight of four is perfect for exploring without committing to a pint.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_e4f83bfd62fe,Gal Peretz,5,My friends think I work here because I keep recommending it. The stout is life-changing.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_e94da4c3e425,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_eca8bf80dca9,Liron Ben-Zvi,4,Industrial design and long bar are a vibe. Service is fast even when full.,2026-04-25T08:31:28.792781+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_fcc0ecf727e8,Ofer Mizrahi,4,"Good selection, friendly staff. Slightly pricey but you're paying for curation.",2026-04-25T08:31:28.792781+00:00
sim_beer_garden,tick_sim_beer_garden_0efceb65c2b6,Limor Raz,4,Solid neighborhood bar elevated by the outdoor area. The burger + pale ale is the combo.,2026-04-25T08:31:45.235069+00:00
sim_beer_garden,tick_sim_beer_garden_194e869bf675,Nurit Ben-David,5,"Perfect for a first date — beautiful setting, relaxed pace, good drink list.",2026-04-25T08:31:45.235069+00:00
sim_beer_garden,tick_sim_beer_garden_45af918ab95c,Ran Blum,2,"Expected more given the reputation. Noisy, cramped on the weekend, and the service was scattered.",2026-04-25T08:31:45.235069+00:00
sim_beer_garden,tick_sim_beer_garden_675a80e7b62b,Avi Stern,5,Magical atmosphere on a warm night. Staff are genuinely friendly and the garden is immaculate.,2026-04-25T08:31:45.235069+00:00
sim_beer_garden,tick_sim_beer_garden_979847d804ee,Gadi Mor,5,"Came on a Tuesday evening — quiet, gorgeous, and the lager was perfectly cold. Love this place.",2026-04-25T08:31:45.235069+00:00
sim_beer_garden,tick_sim_beer_garden_e0aab4c62a68,Amos Tzur,3,"Service is inconsistent — sometimes fast, sometimes you're waiting forever. Nice garden though.",2026-04-25T08:31:45.235069+00:00
sim_tap_room,tick_sim_tap_room_eb5574f82fdc,Anat Friedman,3,The beer is excellent but the bar is small and cramped. Hard to get a seat on weekends.,2026-04-25T08:32:01.377471+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_06b95143cfee,Keren Ziv,3,Waited 15 minutes for a drink on a Friday. Beer was worth it but the wait was frustrating.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_1895ee1b673f,Tali Sela,3,Nice place but quite loud. Hard to hold a conversation at peak hours.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_3599a1e63b1b,Yarden Cohen,5,"Came for one beer, stayed for three. The seasonal sour was outstanding.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_48c6163a7aa0,Dana Freed,4,"Great spot, gets crowded on weekends but the quality is consistent. Love the rotating taps.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_4c6a6c45bd08,Benny Har,3,"Decent selection, nothing extraordinary. Prices are on the high side for the area.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_5335d2c1b09b,Michal Saar,5,"The sampler board is the move for a first visit. Five styles, all excellent, good value.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_5ab703da943f,Shai Biton,5,Live jazz on Friday + that porter = perfect evening. Will return weekly.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_5f2266f4c57e,Liron Ben-Zvi,4,Industrial design and long bar are a vibe. Service is fast even when full.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_7e68d75a5700,Noa Eitan,5,"Best bar on Rothschild, no contest. Knowledgeable staff and rotating craft options.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_7ed8a6a7b0ef,Nadav Shapiro,4,Great discovery. The flight of four is perfect for exploring without committing to a pint.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_95bfc2fcee34,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_9f1dd8586f11,Itai Gold,4,Solid bar with real personality. The porter is my regular order. Seating gets tight by 9pm.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_acdfea218e55,Ayelet Ron,4,Love the concept — always something on tap I haven't tried. Wish they did more food.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b083dcdd1f15,Ilan Gross,3,"Good beer, slow service on a busy night. Had to flag someone down twice.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b8a2bf3fb273,Tamar Levy,5,The cheese board and the Belgian wheat are a match made in heaven. Flawless experience.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c30b3a181d8a,Ofer Mizrahi,4,"Good selection, friendly staff. Slightly pricey but you're paying for curation.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c9965eaa766d,Gal Peretz,5,My friends think I work here because I keep recommending it. The stout is life-changing.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c9f184e42bba,Adi Ben-Shahar,5,"Quiet Monday evening, bartender talked me through six taps. Left knowing a lot more about beer.",2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_da3b6ee18bcf,Ran Ofer,5,Outdoor seating on a warm evening with a cold craft lager. Tel Aviv at its finest.,2026-04-25T09:54:02.716173+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_f4e2081c0fb2,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T09:54:02.716173+00:00
sim_beer_garden,tick_sim_beer_garden_14f925c7b791,Hila Ohayon,5,"Took my team here for a celebration. Big tables, great service, everyone was happy.",2026-04-25T09:54:18.884626+00:00
sim_beer_garden,tick_sim_beer_garden_4a8a06ee9402,Amos Tzur,3,"Service is inconsistent — sometimes fast, sometimes you're waiting forever. Nice garden though.",2026-04-25T09:54:18.884626+00:00
sim_beer_garden,tick_sim_beer_garden_6c422270887f,Yossi Katz,4,Great for groups — big tables and the staff handles crowds well. Wish the tap list were wider.,2026-04-25T09:54:18.884626+00:00
sim_beer_garden,tick_sim_beer_garden_764801e393b5,Gadi Mor,5,"Came on a Tuesday evening — quiet, gorgeous, and the lager was perfectly cold. Love this place.",2026-04-25T09:54:18.884626+00:00
sim_tap_room,tick_sim_tap_room_75deeeb4c98f,Yaron Green,4,The flight of four is a great way to explore. Always discover something new here.,2026-04-25T09:54:33.114511+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_07165626841a,Benny Har,3,"Decent selection, nothing extraordinary. Prices are on the high side for the area.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_21cd1b0ecfee,Itai Gold,4,Solid bar with real personality. The porter is my regular order. Seating gets tight by 9pm.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_24d6ceb28413,Ran Ofer,5,Outdoor seating on a warm evening with a cold craft lager. Tel Aviv at its finest.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_2ed8c9e0de10,Liron Ben-Zvi,4,Industrial design and long bar are a vibe. Service is fast even when full.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_2f8eea26535d,Adi Ben-Shahar,5,"Quiet Monday evening, bartender talked me through six taps. Left knowing a lot more about beer.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_3b5d41b3bdba,Noa Eitan,5,"Best bar on Rothschild, no contest. Knowledgeable staff and rotating craft options.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_3fd5ec0a7a1f,Ayelet Ron,4,Love the concept — always something on tap I haven't tried. Wish they did more food.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_49f86367160b,Ofer Mizrahi,4,"Good selection, friendly staff. Slightly pricey but you're paying for curation.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_4a86ea072c2f,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_4b58e426fcfa,Ilan Gross,3,"Good beer, slow service on a busy night. Had to flag someone down twice.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_6968885e9c9e,Yarden Cohen,5,"Came for one beer, stayed for three. The seasonal sour was outstanding.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_8677b9952190,Nadav Shapiro,4,Great discovery. The flight of four is perfect for exploring without committing to a pint.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_9d739be85804,Keren Ziv,3,Waited 15 minutes for a drink on a Friday. Beer was worth it but the wait was frustrating.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b53404109b69,Shai Biton,5,Live jazz on Friday + that porter = perfect evening. Will return weekly.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_c225a3619fc2,Tamar Levy,5,The cheese board and the Belgian wheat are a match made in heaven. Flawless experience.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_caf668b78b29,Gal Peretz,5,My friends think I work here because I keep recommending it. The stout is life-changing.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_d25924acf193,Michal Saar,5,"The sampler board is the move for a first visit. Five styles, all excellent, good value.",2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_de648877cbf7,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_ed5ed43cdd10,Tali Sela,3,Nice place but quite loud. Hard to hold a conversation at peak hours.,2026-04-25T10:44:32.831719+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_f622c9a965e6,Dana Freed,4,"Great spot, gets crowded on weekends but the quality is consistent. Love the rotating taps.",2026-04-25T10:44:32.831719+00:00
sim_beer_garden,tick_sim_beer_garden_247626e71ca9,Roni Samson,4,Beautiful outdoor setting. Beer selection is mostly mainstream but the atmosphere makes up for it.,2026-04-25T10:44:48.450876+00:00
sim_beer_garden,tick_sim_beer_garden_64bf785881f0,Yossi Katz,4,Great for groups — big tables and the staff handles crowds well. Wish the tap list were wider.,2026-04-25T10:44:48.450876+00:00
sim_beer_garden,tick_sim_beer_garden_91400cb7f45e,Amos Tzur,3,"Service is inconsistent — sometimes fast, sometimes you're waiting forever. Nice garden though.",2026-04-25T10:44:48.450876+00:00
sim_tap_room,tick_sim_tap_room_cf01d41bbf35,Inbal Mor,5,"The rotating list keeps me coming back weekly. Never the same beer twice, always excellent.",2026-04-25T10:45:02.627862+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_09f64a60d51c,Ofer Mizrahi,4,"Good selection, friendly staff. Slightly pricey but you're paying for curation.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_0b8fc517f7b0,Ayelet Ron,4,Love the concept — always something on tap I haven't tried. Wish they did more food.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_18f20a3020f0,Noa Eitan,5,"Best bar on Rothschild, no contest. Knowledgeable staff and rotating craft options.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_268e57a631f9,Yarden Cohen,5,"Came for one beer, stayed for three. The seasonal sour was outstanding.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_3ae55009f8d4,Adi Ben-Shahar,5,"Quiet Monday evening, bartender talked me through six taps. Left knowing a lot more about beer.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_57e857b5ce42,Ran Ofer,5,Outdoor seating on a warm evening with a cold craft lager. Tel Aviv at its finest.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_5c7ada371a83,Nadav Shapiro,4,Great discovery. The flight of four is perfect for exploring without committing to a pint.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_73ab90c0b330,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_7a2a2021c33f,Dana Freed,4,"Great spot, gets crowded on weekends but the quality is consistent. Love the rotating taps.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_87d85be46464,Liron Ben-Zvi,4,Industrial design and long bar are a vibe. Service is fast even when full.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_8985fe2498f1,Shai Biton,5,Live jazz on Friday + that porter = perfect evening. Will return weekly.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_9fdd0463bfb8,Gal Peretz,5,My friends think I work here because I keep recommending it. The stout is life-changing.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_a4ba1494ac9f,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_ddaf81dd5351,Ilan Gross,3,"Good beer, slow service on a busy night. Had to flag someone down twice.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_e224189fdd41,Itai Gold,4,Solid bar with real personality. The porter is my regular order. Seating gets tight by 9pm.,2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_e9c8a26921e1,Michal Saar,5,"The sampler board is the move for a first visit. Five styles, all excellent, good value.",2026-04-25T11:39:04.690747+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_f7c5416ebae5,Tamar Levy,5,The cheese board and the Belgian wheat are a match made in heaven. Flawless experience.,2026-04-25T11:39:04.690747+00:00
sim_beer_garden,tick_sim_beer_garden_66e96c18695e,Yossi Katz,4,Great for groups — big tables and the staff handles crowds well. Wish the tap list were wider.,2026-04-25T11:39:20.091490+00:00
sim_beer_garden,tick_sim_beer_garden_926187351a7f,Amos Tzur,3,"Service is inconsistent — sometimes fast, sometimes you're waiting forever. Nice garden though.",2026-04-25T11:39:20.091490+00:00
sim_tap_room,tick_sim_tap_room_d05e7d27307f,Dotan Peretz,5,The chalkboard tap list changes constantly. Something new every visit. The DIPA right now is extraordinary.,2026-04-25T11:39:32.364285+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_07ac959d7c22,Noa Eitan,5,"Best bar on Rothschild, no contest. Knowledgeable staff and rotating craft options.",2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_13df0bdd42fe,Michal Saar,5,"The sampler board is the move for a first visit. Five styles, all excellent, good value.",2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_232f71a9b0e7,Yarden Cohen,5,"Came for one beer, stayed for three. The seasonal sour was outstanding.",2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_408e3b15947e,Gal Peretz,5,My friends think I work here because I keep recommending it. The stout is life-changing.,2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_44d3a62b5447,Shai Biton,5,Live jazz on Friday + that porter = perfect evening. Will return weekly.,2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_5d674634a63b,Nadav Shapiro,4,Great discovery. The flight of four is perfect for exploring without committing to a pint.,2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_62e67fe173a5,Tamar Levy,5,The cheese board and the Belgian wheat are a match made in heaven. Flawless experience.,2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_6c1dc3af19e8,Ran Ofer,5,Outdoor seating on a warm evening with a cold craft lager. Tel Aviv at its finest.,2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_72b73d017226,Dana Freed,4,"Great spot, gets crowded on weekends but the quality is consistent. Love the rotating taps.",2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_8c446968d8b2,Adi Ben-Shahar,5,"Quiet Monday evening, bartender talked me through six taps. Left knowing a lot more about beer.",2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_9de69318b0f8,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T13:06:24.990984+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b7284a47a425,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T13:06:24.990984+00:00
sim_beer_garden,tick_sim_beer_garden_778110beaab5,Roni Samson,4,Beautiful outdoor setting. Beer selection is mostly mainstream but the atmosphere makes up for it.,2026-04-25T13:06:41.302891+00:00
sim_tap_room,tick_sim_tap_room_147bc082c735,Dotan Peretz,5,The chalkboard tap list changes constantly. Something new every visit. The DIPA right now is extraordinary.,2026-04-25T13:06:57.660834+00:00
sim_tap_room,tick_sim_tap_room_6a39efe3bd2c,Amir Sagi,5,"24 taps, all rotating, all excellent. This is the only craft beer bar that really gets it in Tel Aviv.",2026-04-25T13:06:57.660834+00:00
sim_tap_room,tick_sim_tap_room_940879495bc7,Yonit Ziv,5,Consistent quality across every visit. The double IPA is exceptional and the staff are genuine experts.,2026-04-25T13:06:57.660834+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_35554842fae5,Noa Eitan,5,"Best bar on Rothschild, no contest. Knowledgeable staff and rotating craft options.",2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_659b8712694b,Gal Peretz,5,My friends think I work here because I keep recommending it. The stout is life-changing.,2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_6f55b6546d27,Omer Katz,5,Happy hour deals on weekdays are genuinely good. The pale ale hits different at half price.,2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_73fbaff35a03,Tamar Levy,5,The cheese board and the Belgian wheat are a match made in heaven. Flawless experience.,2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b54cbdbe641a,Shai Biton,5,Live jazz on Friday + that porter = perfect evening. Will return weekly.,2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_b9be8c7cc383,Itai Gold,4,Solid bar with real personality. The porter is my regular order. Seating gets tight by 9pm.,2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_e6d4cf5ab6e0,Dor Avni,5,"Incredible tap list, something new every visit. The double IPA right now is world class.",2026-04-25T14:13:25.781765+00:00
sim_lager_ale_tlv,tick_sim_lager_ale_tlv_f0981690813b,Liron Ben-Zvi,4,Industrial design and long bar are a vibe. Service is fast even when full.,2026-04-25T14:13:25.781765+00:00
sim_beer_garden,tick_sim_beer_garden_7a13ff03e7e3,Tal Weiss,5,The garden brunch is an institution. Go on a Sunday morning and thank me later.,2026-04-25T14:13:44.631919+00:00
sim_tap_room,tick_sim_tap_room_01a46888220f,Noam Elul,4,Love the chalkboard tap list. Something new every time. The sour this week is amazing.,2026-04-25T14:13:58.786675+00:00
sim_tap_room,tick_sim_tap_room_1a2a06a519c3,Orli Bar,5,Staff recommended a sour I would never have picked myself — it was outstanding. Real expertise here.,2026-04-25T14:13:58.786675+00:00
sim_tap_room,tick_sim_tap_room_255d95f53007,Pini Ben-Haim,5,For beer geeks this is paradise. Flight of four is the move for first-timers.,2026-04-25T14:13:58.786675+00:00
